gauge_id,lat,lon,selected,huc,difficulty,name,climate_zone
14139800,45.44456,-122.10953,0,,,,
14141500,45.4154,-122.17148,0,,,,
14154500,43.73596,-122.8734,0,,,,
14158500,44.36095,-121.99562,0,,,,
14158790,44.33457,-122.04701,0,,,,
14166500,44.04984,-123.42621,0,,,,
14182500,44.79151,-122.57897,0,,,,
14185000,44.39179,-122.49758,0,,,,
14185900,44.54012,-122.43591,0,,,,
14187000,44.37235,-122.62314,0,,,,
14216500,46.07567,-121.9987,0,,,,
14222500,45.83678,-122.46621,0,,,,
14236200,46.59538,-122.45956,0,,,,
14301000,45.704,-123.7554,0,,,,
14303200,45.32428,-123.5465,0,,,,
14305500,44.71512,-123.88733,0,,,,
14306340,44.2479,-123.63649,0,,,,
14306500,44.38595,-123.83178,0,,,,
14308990,42.82318,-123.12589,0,,,,
14309500,42.804,-123.61091,0,,,,
14316700,43.34984,-122.72894,0,,,,
14325000,42.8915,-124.07065,0,,,,
14362250,42.15401,-123.07532,0,,,,
14400000,42.12344,-124.18731,0,,,,
